#TYPE Selected.Microsoft.DnsClient.Commands.DnsRecord_A
"Name","IP_1","IP_2","IP_3","IP_4","IP_5","IP_6","IP_7","IP_8","IP_9","IP_10"
"furnituremaxhomedecor.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furnituremattress.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"furnitureloftonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furniture-time.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gabrielesbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"fwblack.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furniturevillabrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"gvibes.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homelifeco.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homegoodsfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homedesignappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homeroyalty.com","15.197.142.173","3.33.152.147","","","","","","","",""
"hometechnologysolutions.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homesteadfurn.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homesolutionsmn.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hilliardsfurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"highlandtvonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"highlandsuperstores.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hoelschersonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homeappliancesolutions.com","52.2.161.18","54.175.34.93","","","","","","","",""
"home101appliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hoffmansappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hudsonappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hubbardandhokefurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"h-t-d.com","52.2.161.18","54.175.34.93","","","","","","","",""
"huntershomecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hurmetvandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"huppins.com","52.2.161.18","54.175.34.93","","","","","","","",""
"huntingtonhomesystems.com","52.2.161.18","54.175.34.93","","","","","","","",""
"homevisionsolutions.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hometownfurniturecanada.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"hometheatergroup.com","52.2.161.18","54.175.34.93","","","","","","","",""
"horizonappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"howardhughesappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"houseofoak.com","52.2.161.18","54.175.34.93","","","","","","","",""
"household-furniture.com","15.197.142.173","3.33.152.147","","","","","","","",""
"hgroyale.com","52.2.161.18","54.175.34.93","","","","","","","",""
"harclerodeandmcgee.com","52.2.161.18","54.175.34.93","","","","","","","",""
"handyappliancesunprairie.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hamptonapplianceny.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hardhatfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"harpsoutlet.com","52.2.161.18","54.175.34.93","","","","","","","",""
"harlansfurnitureandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hargraveappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hamblysbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"haltonhillsfurniture.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"hagedornappliance.com","15.197.221.21","3.33.228.28","","","","","","","",""
"hamelinfurniturecompany.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hamlinkerseysmarterliving.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hamlinkersey.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hamiltonapplianceinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hellofurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"heinsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"heberappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"heltonmattressandfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hfsok.com","52.2.161.18","54.175.34.93","","","","","","","",""
"heydlauffs.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hesshomefurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hartfordhomeappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hartappliancecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"harrisbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"harveyshomecentre.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"heartlandhomestore.com","52.2.161.18","54.175.34.93","","","","","","","",""
"heartlandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"hd2020.com","15.197.142.173","3.33.152.147","","","","","","","",""
"franksappliance.net","52.2.161.18","54.175.34.93","","","","","","","",""
"downtownappliances.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"downstv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"downeastappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"doyonsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"drdansapplianceservice.com","15.197.221.21","3.33.228.28","","","","","","","",""
"drapinskitv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dracutappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"doubleeaglefurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"donsmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"donsappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"doublemtaosbrand.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dougstvandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dougsmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"douglassappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dreeselectric.com","52.2.161.18","54.175.34.93","","","","","","","",""
"edg-av.com","52.2.161.18","54.175.34.93","","","","","","","",""
"economyfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"eastmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"edkellum.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ehfstyle.com","15.197.221.21","3.33.228.28","","","","","","","",""
"eesecurity.net","52.2.161.18","54.175.34.93","","","","","","","",""
"edsonappliances.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"duerdensappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dubuqueappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dshe.net","52.2.161.18","54.175.34.93","","","","","","","",""
"dugansalesandservice.com","52.2.161.18","54.175.34.93","","","","","","","",""
"easthurontv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"eastcoastappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"duggansappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"daumapplianceandtv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"daughertyappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dansappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"davehayesappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dboymaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dawshomefurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"daviesappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"cyandcharleysappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"cumberlandgas.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furnitureconnectionnd.com","52.2.161.18","54.175.34.93","","","","","","","",""
"czyzsbrandsource.com","52.2.161.18","54.175.34.93","","","","","","","",""
"danielappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"daleysbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"dakotatv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"deckersons.com","52.2.161.18","54.175.34.93","","","","","","","",""
"digitalhomecreations.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dickcoopertvandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"deweeseappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"directappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"donsapplianceandtv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dodgecityappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"doddhome.net","52.2.161.18","54.175.34.93","","","","","","","",""
"dellshomeappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"definitive.com","15.197.221.21","3.33.228.28","","","","","","","",""
"decorofcarlsbad.com","52.2.161.18","54.175.34.93","","","","","","","",""
"denningsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dependablemaytagstore.com","52.2.161.18","54.175.34.93","","","","","","","",""
"dennysappliance.net","52.2.161.18","54.175.34.93","","","","","","","",""
"dennos-furniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"foothillappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"flecksonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"estevanbrandsource.com","15.197.221.21","3.33.228.28","","","","","","","",""
"flanners.com","52.2.161.18","54.175.34.93","","","","","","","",""
"evans-furniture.net","52.2.161.18","54.175.34.93","","","","","","","",""
"foresttvappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ellisapplianceandservice.com","52.2.161.18","54.175.34.93","","","","","","","",""
"esenciahf.com","52.2.161.18","54.175.34.93","","","","","","","",""
"flowersradiotv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ennisappliancecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"fnchometheater.com","52.2.161.18","54.175.34.93","","","","","","","",""
"energycenterappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"elwoodsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"floorcraftappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"epappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"fauthappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"eldersweb.net","52.2.161.18","54.175.34.93","","","","","","","",""
"ferrarisappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"farnhamsfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"fowlerstv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"frankdeclementeinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"feltonappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ekbladonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"foster-appliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"electronic-essentials.com","52.2.161.18","54.175.34.93","","","","","","","",""
"farmingtonmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"finchers.com","52.2.161.18","54.175.34.93","","","","","","","",""
"fitzsfurnituregallery.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"akfurnituredesign.com","34.102.136.180","","","","","","","","",""
"myzilges.com","69.16.208.191","","","","","","","","",""
"comeseedave.com","15.197.221.21","","","","","","","","",""
"bordonas.com","199.96.124.1","","","","","","","","",""
"northgateappliance.com","54.175.34.93","","","","","","","","",""
"www.idealfurnituretacoma.com","103.224.182.242","","","","","","","","",""
"bestdealappliance.com","198.71.232.3","","","","","","","","",""
"abtvaustin.com","52.2.161.18","","","","","","","","",""
"shops.myshopify.com","23.227.38.74","","","","","","","","",""
"yaleapplianceoutlet.com","209.17.116.163","","","","","","","","",""
"fredsappliances.com","52.2.161.18","","","","","","","","",""
"shopweathers.com","52.2.161.18","","","","","","","","",""
"blackmonfurniture.com","199.96.124.1","","","","","","","","",""
"ogdenssuperstore.com","52.2.161.18","","","","","","","","",""
"abwappliances.com","199.96.124.1","","","","","","","","",""
"dchomesystems.com","35.208.2.168","","","","","","","","",""
"lorenzappliance.com","52.2.161.18","","","","","","","","",""
"whavinc.com","156.225.134.15","","","","","","","","",""
"jarvisapplianceinc.com","52.2.161.18","","","","","","","","",""
"smetzerkitchenappliance.com","54.175.34.93","","","","","","","","",""
"withrowfurniture.com","199.96.124.1","","","","","","","","",""
"hotwiredav.com","52.2.161.18","","","","","","","","",""
"bobmillsfurniture.com","52.2.161.18","","","","","","","","",""
"bobbydollar.com","52.2.161.18","","","","","","","","",""
"e4control.com","54.175.34.93","","","","","","","","",""
"mchughsfurniture.com","199.96.124.1","","","","","","","","",""
"robertleduc.com","52.2.161.18","","","","","","","","",""
"electrafixappliancesgallery.ca","34.102.136.180","","","","","","","","",""
"rolesvillefurniture.com","35.227.224.187","","","","","","","","",""
"elginfurniture.com","50.112.182.31","","","","","","","","",""
"avbmarketing.com","34.227.196.10","","","","","","","","",""
"kensalg.com","69.160.57.188","","","","","","","","",""
"tiptopfurniture.com","151.101.66.159","","","","","","","","",""
"atlanticappliance.net","52.2.161.18","","","","","","","","",""
"the-majors.com","199.96.124.1","","","","","","","","",""
"audioconceptsinc.com","72.167.47.225","","","","","","","","",""
"mendozasfurniture.com","23.82.12.31","","","","","","","","",""
"mcnallyappliances.com","199.96.124.1","","","","","","","","",""
"take5audio.com","142.44.172.20","","","","","","","","",""
"kingsofhastings.com","69.160.57.188","","","","","","","","",""
"asiensappliance.com","52.2.161.18","","","","","","","","",""
"roachsdirectmaytaghomeappliance.com","69.160.57.188","","","","","","","","",""
"avbportal.com","52.2.161.18","","","","","","","","",""
"savemoreatsams.com","198.71.233.202","","","","","","","","",""
"bakerfurnitureandappliances.com","199.96.124.1","","","","","","","","",""
"androtek-appliance.com","34.102.136.180","","","","","","","","",""
"baillios.com","199.96.125.34","","","","","","","","",""
"gatesfurniture.com","151.101.2.159","","","","","","","","",""
"directapplianceandtv.com","52.2.161.18","","","","","","","","",""
"mygreatrooms.com","199.96.124.1","","","","","","","","",""
"mtvappliance.com","69.160.57.188","","","","","","","","",""
"classicmaytag.com","52.2.161.18","","","","","","","","",""
"maytagstorebaltimore.com","199.59.243.200","","","","","","","","",""
"kandbgalleries.com","52.2.161.18","","","","","","","","",""
"totonstv.com","54.175.34.93","","","","","","","","",""
"townetv.com","54.175.34.93","","","","","","","","",""
"applianceliquidators.com","199.96.124.1","","","","","","","","",""
"mattress-stop.com","199.96.124.1","","","","","","","","",""
"ericksonappliances.com","69.160.57.188","","","","","","","","",""
"mattressville.com","216.92.214.24","","","","","","","","",""
"cdamattress.com","199.168.114.96","","","","","","","","",""
